ride_date,city,total_rides,completed_rides,cancelled_rides,total_revenue,avg_distance_km,avg_fare
2024-11-08,Bangalore,10,9,0,1267.42,7.29,126.74
2023-06-17,Chennai,9,9,0,1028.75,7.36,114.31
2024-04-23,Mumbai,5,4,0,452.4,6.03,90.48
2023-01-21,Chennai,6,5,0,845.22,9.03,140.87
2023-08-19,Delhi,7,3,0,344.2,4.21,49.17
2025-01-30,Chennai,11,11,0,1396.5,7.27,126.95
2025-11-26,Chennai,5,4,0,718.47,8.32,143.69
2024-07-21,Chennai,8,7,0,1029.46,7.27,128.68
2024-04-18,Chennai,10,8,0,786.44,4.8,78.64
2024-12-08,Delhi,12,5,0,515.14,4.0,42.93
2025-10-08,Chennai,8,6,0,658.35,5.44,82.29
2025-11-25,Chennai,11,11,0,1300.3,7.48,118.21
2023-06-22,Mumbai,7,5,0,553.5,5.44,79.07
2025-08-04,Hyderabad,4,2,0,230.58,4.26,57.65
2023-04-24,Mumbai,10,5,0,497.1,3.81,49.71
2023-01-28,Chennai,16,16,0,1742.7,6.62,108.92
2025-12-17,Bangalore,15,13,0,2234.52,8.03,148.97
2026-01-17,Bangalore,7,7,0,1214.81,8.8,173.54
2024-09-06,Mumbai,17,7,0,799.17,3.37,47.01
2025-01-03,Hyderabad,8,6,0,635.56,6.38,79.45
2024-12-07,Mumbai,14,9,0,1031.22,5.45,73.66
2025-06-22,Bangalore,13,12,0,1876.84,7.39,144.37
2023-06-18,Bangalore,6,5,0,753.4,6.28,125.57
2023-03-16,Hyderabad,7,5,0,652.94,7.12,93.28
2024-11-28,Hyderabad,7,6,0,567.71,6.29,81.1
2024-12-18,Delhi,10,7,0,593.63,5.87,59.36
2025-06-22,Mumbai,15,10,0,884.79,4.08,58.99
2023-01-25,Bangalore,9,7,0,1200.89,7.36,133.43
2025-01-07,Bangalore,8,8,0,1142.44,7.51,142.81
2023-11-21,Mumbai,9,8,0,891.33,7.56,99.04
2024-01-19,Hyderabad,4,4,0,542.36,9.7,135.59
2025-02-02,Chennai,11,10,0,1301.57,7.34,118.32
2025-02-25,Delhi,8,5,0,251.36,3.06,31.42
2023-01-20,Delhi,9,6,0,600.77,6.3,66.75
2023-08-21,Mumbai,12,10,0,1098.57,6.78,91.55
2023-05-13,Delhi,7,5,0,490.76,6.61,70.11
2023-03-16,Bangalore,9,9,0,1641.59,9.6,182.4
2025-09-10,Delhi,8,5,0,642.44,6.45,80.31
2024-06-13,Delhi,7,2,0,83.0,1.19,11.86
2024-04-19,Bangalore,12,12,0,2309.15,10.46,192.43
2024-04-03,Hyderabad,13,11,0,808.91,5.14,62.22
2024-10-17,Delhi,9,5,0,372.9,4.14,41.43
2025-11-28,Chennai,9,9,0,1111.13,7.43,123.46
2024-04-17,Mumbai,11,8,0,876.39,5.81,79.67
2023-01-20,Mumbai,12,10,0,943.29,5.86,78.61
2025-09-15,Chennai,9,9,0,1253.81,8.4,139.31
2025-11-27,Mumbai,11,6,0,883.83,5.81,80.35
2024-03-10,Mumbai,6,4,0,595.23,6.79,99.21
2025-06-09,Chennai,10,9,0,1173.05,6.84,117.31
2025-09-03,Hyderabad,15,12,0,1206.07,5.97,80.4
2023-01-17,Hyderabad,5,2,0,206.93,3.28,41.39
2025-12-03,Hyderabad,12,11,0,1096.18,7.18,91.35
2023-05-25,Delhi,6,4,0,290.1,4.84,48.35
2024-04-05,Bangalore,6,5,0,521.07,4.4,86.85
2025-08-27,Delhi,9,5,0,357.63,3.69,39.74
2024-07-19,Mumbai,12,8,0,722.4,4.57,60.2
2025-07-08,Bangalore,6,6,0,978.04,8.61,163.01
2025-03-28,Chennai,9,9,0,1561.67,11.08,173.52
2024-10-13,Mumbai,11,9,0,822.36,5.49,74.76
2024-11-23,Chennai,9,7,0,720.39,5.53,80.04
2023-06-08,Bangalore,11,11,0,1829.08,8.43,166.28
2025-11-01,Hyderabad,9,5,0,385.14,3.28,42.79
2023-07-10,Hyderabad,6,6,0,820.4,10.83,136.73
2024-03-24,Mumbai,8,8,0,965.4,8.51,120.68
2025-06-08,Hyderabad,15,11,0,1265.91,6.23,84.39
2023-09-24,Hyderabad,8,8,0,858.43,8.02,107.3
2024-11-05,Bangalore,10,10,0,1150.95,6.14,115.1
2025-06-25,Delhi,9,7,0,613.19,6.39,68.13
2023-12-19,Mumbai,8,3,0,338.7,3.05,42.34
2024-04-27,Delhi,5,5,0,446.08,8.11,89.22
2023-06-07,Chennai,10,8,0,1074.49,6.06,107.45
2023-09-06,Bangalore,14,13,0,1986.4,7.41,141.89
2024-09-13,Chennai,8,8,0,996.39,7.45,124.55
2025-03-17,Delhi,6,4,0,370.6,6.18,61.77
2024-07-05,Hyderabad,13,12,0,1366.26,8.12,105.1
2025-09-16,Bangalore,10,9,0,1046.73,5.78,104.67
2023-09-27,Chennai,8,8,0,1067.84,8.24,133.48
2025-06-11,Bangalore,5,5,0,765.96,7.96,153.19
2023-01-08,Hyderabad,11,10,0,1068.33,7.7,97.12
2025-07-10,Mumbai,5,2,0,109.44,1.82,21.89
2026-01-15,Chennai,7,6,0,589.22,5.38,84.17
2025-09-07,Delhi,9,7,0,491.08,5.31,54.56
2024-01-12,Bangalore,12,11,0,1823.87,8.04,151.99
2024-12-19,Bangalore,14,12,0,2179.39,7.84,155.67
2025-03-05,Delhi,6,3,0,168.5,2.81,28.08
2023-08-09,Bangalore,6,5,0,419.97,3.63,70.0
2023-10-13,Chennai,6,6,0,1042.14,10.23,173.69
2024-01-11,Delhi,8,6,0,552.94,6.41,69.12
2024-06-06,Chennai,9,9,0,1097.41,7.33,121.93
2023-01-16,Chennai,7,7,0,704.3,6.16,100.61
2023-02-19,Bangalore,6,5,0,704.41,6.29,117.4
2024-09-14,Chennai,6,6,0,763.03,8.25,127.17
2024-04-12,Mumbai,8,4,0,341.01,3.12,42.63
2023-12-08,Mumbai,3,1,0,133.08,3.7,44.36
2024-08-08,Hyderabad,9,8,0,946.83,8.38,105.2
2023-10-07,Delhi,6,4,0,277.0,4.22,46.17
2025-05-17,Mumbai,14,8,0,681.42,3.47,48.67
2025-04-05,Bangalore,7,7,0,1042.32,7.78,148.9
2023-04-19,Bangalore,7,7,0,916.42,6.96,130.92
2023-05-10,Hyderabad,8,6,0,682.3,6.45,85.29
2025-12-08,Bangalore,5,3,0,478.6,4.79,95.72
2025-11-25,Hyderabad,8,7,0,646.0,6.57,80.75
2025-10-01,Bangalore,8,7,0,986.56,6.38,123.32
2023-10-04,Chennai,7,7,0,611.7,4.95,87.39
2024-07-23,Delhi,13,9,0,697.01,5.24,53.62
2023-07-29,Bangalore,8,7,0,1087.77,7.14,135.97
2025-08-05,Bangalore,13,13,0,2212.35,8.95,170.18
2025-02-20,Bangalore,11,11,0,1678.91,8.04,152.63
2024-01-28,Delhi,9,5,0,545.17,5.82,60.57
2023-09-23,Chennai,6,5,0,559.25,6.3,93.21
2024-01-04,Delhi,8,8,0,490.8,6.14,61.35
2025-09-01,Chennai,11,11,0,1875.4,10.38,170.49
2023-03-12,Bangalore,10,9,0,1400.93,7.47,140.09
2025-01-16,Hyderabad,12,8,0,752.61,4.85,62.72
2023-09-10,Chennai,10,9,0,1270.43,7.68,127.04
2025-07-16,Hyderabad,13,9,0,965.93,5.72,74.3
2025-11-09,Mumbai,7,4,0,555.54,5.85,79.36
2025-11-08,Bangalore,8,7,0,961.8,6.17,120.23
2023-07-01,Chennai,9,8,0,1297.74,9.07,144.19
2025-01-01,Chennai,7,6,0,627.22,5.61,89.6
2023-10-05,Delhi,8,6,0,266.4,3.1,33.3
2024-07-25,Bangalore,5,4,0,699.99,7.58,140.0
2023-11-01,Delhi,11,9,0,787.49,6.71,71.59
2023-10-24,Bangalore,11,11,0,1542.98,7.23,140.27
2023-04-02,Chennai,8,7,0,716.24,5.44,89.53
2024-07-10,Delhi,9,5,0,355.3,3.95,39.48
2025-06-28,Mumbai,8,5,0,663.03,6.37,82.88
2025-04-20,Chennai,11,10,0,1465.06,8.18,133.19
2023-08-24,Bangalore,9,9,0,1309.0,7.27,145.44
2023-02-03,Chennai,6,5,0,392.73,3.68,65.46
2024-06-26,Bangalore,17,17,0,2084.92,6.45,122.64
2024-01-27,Delhi,13,7,0,637.66,4.71,49.05
2023-08-30,Hyderabad,11,10,0,1035.37,7.44,94.12
2023-03-21,Mumbai,14,8,0,847.98,4.38,60.57
2023-06-10,Mumbai,10,5,0,694.26,5.1,69.43
2025-06-12,Hyderabad,10,6,0,446.52,3.72,44.65
2023-08-29,Bangalore,9,9,0,1505.29,8.88,167.25
2025-12-09,Bangalore,6,6,0,1060.84,9.08,176.81
2024-11-10,Delhi,8,7,0,517.42,6.25,64.68
2025-02-11,Bangalore,6,6,0,836.26,7.32,139.38
2023-03-06,Delhi,10,8,0,580.75,5.64,58.08
2023-03-16,Delhi,7,4,0,346.3,4.95,49.47
2025-02-23,Mumbai,10,8,0,1046.55,7.73,104.66
2023-02-20,Mumbai,9,3,0,432.63,3.36,48.07
2023-07-22,Hyderabad,6,3,0,363.37,4.18,60.56
2025-02-12,Mumbai,9,5,0,612.39,5.24,68.04
2023-06-12,Chennai,4,4,0,522.81,7.91,130.7
2024-05-01,Mumbai,10,7,0,768.36,6.05,76.84
2024-01-01,Chennai,13,11,0,1484.39,6.57,114.18
2024-10-27,Delhi,6,1,0,156.91,2.01,26.15
2023-08-07,Delhi,5,4,0,359.5,7.19,71.9
2025-11-19,Delhi,9,5,0,379.4,4.22,42.16
2024-01-15,Mumbai,11,7,0,779.43,5.31,70.86
2023-07-21,Delhi,7,4,0,330.0,4.71,47.14
2023-09-03,Hyderabad,15,12,0,1252.12,6.17,83.47
2024-08-01,Hyderabad,7,6,0,538.27,5.97,76.9
2025-03-14,Bangalore,8,7,0,974.61,6.32,121.83
2023-05-16,Chennai,14,14,0,1805.74,7.94,128.98
2025-12-06,Mumbai,8,6,0,617.88,6.06,77.24
2023-02-18,Hyderabad,11,8,0,1001.23,6.87,91.02
2025-07-06,Mumbai,11,8,0,905.13,5.66,82.28
2025-07-16,Delhi,9,4,0,280.3,3.11,31.14
2025-05-29,Hyderabad,8,7,0,759.9,7.63,94.99
2023-12-10,Bangalore,9,7,0,1049.91,6.15,116.66
2025-09-03,Bangalore,11,11,0,1497.08,7.27,136.1
2023-01-31,Mumbai,7,3,0,309.6,3.6,44.23
2025-12-28,Hyderabad,13,10,0,943.49,5.79,72.58
2025-10-31,Bangalore,6,5,0,658.32,5.64,109.72
2025-03-20,Chennai,4,4,0,583.61,8.56,145.9
2025-05-29,Mumbai,9,7,0,804.06,6.87,89.34
2025-09-18,Bangalore,8,8,0,1263.01,8.64,157.88
2025-03-25,Mumbai,9,4,0,329.76,2.9,36.64
2025-10-05,Hyderabad,8,6,0,789.67,8.12,98.71
2025-05-20,Chennai,5,5,0,757.57,9.1,151.51
2023-03-12,Mumbai,13,8,0,694.38,4.01,53.41
2025-12-11,Hyderabad,11,8,0,870.13,6.49,79.1
2023-03-18,Mumbai,13,9,0,734.01,4.3,56.46
2025-02-18,Hyderabad,3,2,0,80.21,2.1,26.74
2025-11-11,Bangalore,16,13,0,2114.13,6.96,132.13
2025-06-16,Chennai,14,12,0,1872.95,7.84,133.78
2024-04-25,Bangalore,6,5,0,857.6,7.15,142.93
2023-10-17,Delhi,8,4,0,376.36,4.4,47.05
2025-04-05,Chennai,10,9,0,971.99,5.57,97.2
2023-05-09,Hyderabad,7,6,0,554.17,6.49,79.17
2023-10-12,Hyderabad,16,11,0,1079.21,5.36,67.45
2025-08-21,Hyderabad,7,6,0,597.48,6.54,85.35
2024-05-20,Delhi,5,2,0,206.4,4.13,41.28
2023-10-29,Mumbai,12,11,0,1059.96,6.18,88.33
2023-11-25,Mumbai,16,11,0,1393.02,6.18,87.06
2025-02-10,Mumbai,6,3,0,217.65,2.42,36.28
2025-01-17,Delhi,9,7,0,551.68,5.71,61.3
2025-07-04,Mumbai,9,7,0,853.5,6.86,94.83
2024-02-15,Delhi,13,9,0,698.19,5.16,53.71
2025-05-18,Hyderabad,12,11,0,1228.01,7.96,102.33
2023-12-24,Chennai,13,11,0,1519.77,6.84,116.91
2024-08-06,Chennai,7,6,0,681.99,5.84,97.43
2024-07-22,Chennai,10,9,0,1039.16,6.81,103.92
2024-05-27,Delhi,4,3,0,126.28,2.64,31.57
2023-11-28,Hyderabad,17,16,0,1319.37,6.17,77.61
2025-05-26,Mumbai,11,9,0,785.97,5.1,71.45
2023-08-03,Hyderabad,7,5,0,573.86,6.73,81.98
2023-12-19,Hyderabad,9,8,0,786.98,7.08,87.44
2024-04-28,Chennai,10,8,0,833.95,5.19,83.4
2025-02-11,Chennai,10,8,0,1145.85,6.6,114.59
2024-03-15,Delhi,11,9,0,546.7,4.91,49.7
2023-01-05,Hyderabad,5,4,0,438.59,7.08,87.72
2023-06-17,Bangalore,8,6,0,1074.9,7.11,134.36
2025-06-06,Hyderabad,15,12,0,997.31,5.19,66.49
2023-02-27,Mumbai,12,10,0,1336.95,7.59,111.41
2023-06-19,Hyderabad,7,4,0,479.07,5.47,68.44
2023-01-30,Chennai,13,10,0,1558.93,7.22,119.92
2024-07-19,Delhi,12,8,0,726.44,5.9,60.54
2025-08-25,Hyderabad,10,8,0,625.69,4.9,62.57
2025-09-04,Mumbai,4,2,0,179.4,2.99,44.85
2024-06-27,Delhi,9,3,0,286.91,2.45,31.88
2023-01-07,Mumbai,12,8,0,840.93,5.12,70.08
2023-10-14,Hyderabad,7,6,0,712.25,8.14,101.75
2024-12-23,Delhi,6,2,0,198.8,3.31,33.13
2023-04-27,Mumbai,11,6,0,759.51,4.99,69.05
2024-09-14,Delhi,11,8,0,727.3,6.61,66.12
2025-11-14,Hyderabad,9,6,0,684.62,5.77,76.07
2023-10-03,Mumbai,9,5,0,379.2,2.99,42.13
2024-08-24,Delhi,6,3,0,167.92,2.62,27.99
2024-08-09,Chennai,9,7,0,1156.67,7.95,128.52
2023-05-24,Delhi,7,6,0,553.14,7.2,79.02
2023-07-12,Chennai,4,4,0,467.02,7.8,116.76
2023-12-23,Bangalore,9,8,0,1437.18,8.18,159.69
2025-06-12,Delhi,11,10,0,801.22,6.57,72.84
2024-11-28,Chennai,14,13,0,1883.71,8.03,134.55
2024-07-04,Hyderabad,6,4,0,462.63,5.55,77.11
2024-05-05,Chennai,9,6,0,933.76,6.39,103.75
2024-01-31,Chennai,9,9,0,1392.39,9.07,154.71
2023-11-17,Bangalore,8,8,0,1200.73,7.91,150.09
2024-11-09,Bangalore,15,13,0,1397.76,4.98,93.18
2024-07-28,Chennai,12,11,0,1217.65,6.51,101.47
2023-07-10,Mumbai,7,3,0,296.16,3.11,42.31
2023-08-01,Hyderabad,7,5,0,375.83,3.9,53.69
2023-05-21,Chennai,6,6,0,810.88,8.45,135.15
2023-09-21,Bangalore,9,8,0,1214.33,7.01,134.93
2025-07-19,Delhi,9,8,0,541.95,5.22,60.22
2023-10-22,Bangalore,13,12,0,1549.37,6.7,119.18
2025-12-17,Mumbai,8,5,0,330.84,3.32,41.36
2023-10-30,Hyderabad,7,5,0,557.79,5.62,79.68
2023-11-12,Delhi,8,7,0,384.94,4.66,48.12
2025-05-01,Delhi,7,5,0,279.4,3.99,39.91
2023-08-24,Delhi,11,11,0,1034.1,8.93,94.01
2024-02-26,Delhi,8,5,0,427.73,5.04,53.47
2024-01-11,Mumbai,7,6,0,421.77,4.82,60.25
2023-11-05,Delhi,7,3,0,378.32,4.55,54.05
2023-04-29,Hyderabad,12,10,0,1116.7,7.17,93.06
2023-09-04,Mumbai,9,6,0,716.04,5.69,79.56
2025-10-11,Bangalore,6,6,0,977.8,9.39,162.97
2023-04-14,Delhi,9,6,0,332.44,3.59,36.94
2025-12-27,Delhi,10,4,0,290.46,2.76,29.05
2023-07-01,Delhi,13,7,0,813.73,5.58,62.59
2024-03-03,Mumbai,7,5,0,418.05,3.98,59.72
2023-01-19,Mumbai,9,3,0,307.47,2.46,34.16
2025-01-20,Hyderabad,6,5,0,526.84,6.71,87.81
2025-03-16,Hyderabad,9,6,0,551.31,4.52,61.26
2024-09-28,Bangalore,9,6,0,992.85,5.78,110.32
2026-01-06,Bangalore,9,9,0,1174.2,7.01,130.47
2023-12-31,Bangalore,4,3,0,312.68,4.45,78.17
2025-07-30,Mumbai,11,6,0,655.59,4.24,59.6
2025-02-02,Bangalore,10,10,0,1533.38,8.29,153.34
2024-07-28,Bangalore,9,8,0,1150.79,6.92,127.87
2025-08-31,Hyderabad,9,9,0,936.54,8.19,104.06
2026-01-11,Mumbai,12,11,0,1317.48,8.2,109.79
2024-11-30,Delhi,10,5,0,373.2,3.73,37.32
2023-03-04,Chennai,14,12,0,1266.96,5.9,90.5
2025-02-03,Bangalore,4,4,0,670.78,8.59,167.7
2023-01-04,Mumbai,9,6,0,591.63,4.89,65.74
2025-01-17,Bangalore,8,8,0,1337.7,8.97,167.21
2023-05-11,Hyderabad,15,12,0,1313.48,6.61,87.57
2024-06-18,Chennai,9,9,0,1460.56,9.44,162.28
2023-05-22,Chennai,8,7,0,903.47,6.61,112.93
2023-07-02,Hyderabad,9,7,0,869.63,7.3,96.63
2024-04-01,Bangalore,6,6,0,980.32,8.36,163.39
2023-05-26,Bangalore,8,8,0,1621.75,10.5,202.72
2024-11-23,Delhi,8,3,0,288.0,3.24,36.0
2023-08-04,Mumbai,9,4,0,475.53,4.04,52.84
2025-08-10,Mumbai,4,3,0,193.08,3.34,48.27
2025-04-11,Bangalore,6,5,0,765.2,6.38,127.53
2025-11-14,Delhi,9,6,0,337.34,3.48,37.48
2024-05-18,Hyderabad,15,13,0,1592.03,7.97,106.14
2024-09-08,Hyderabad,9,6,0,634.57,6.13,70.51
2025-06-29,Bangalore,16,16,0,2506.75,8.33,156.67
2024-05-28,Bangalore,6,6,0,966.27,8.51,161.05
2025-01-03,Bangalore,12,11,0,1254.51,5.3,104.54
2025-01-23,Chennai,15,14,0,1734.65,7.34,115.64
2024-05-30,Delhi,8,6,0,495.93,5.7,61.99
2023-03-21,Hyderabad,10,8,0,638.09,4.71,63.81
2024-12-16,Hyderabad,6,6,0,478.05,6.68,79.68
2023-09-29,Chennai,11,11,0,1513.74,8.29,137.61
2024-10-07,Hyderabad,6,6,0,820.53,10.29,136.76
2025-05-12,Mumbai,10,7,0,687.54,4.9,68.75
2023-04-10,Hyderabad,12,6,0,751.41,4.76,62.62
2024-11-20,Chennai,10,9,0,865.5,5.57,86.55
2023-08-30,Chennai,11,11,0,1797.94,9.43,163.45
2025-07-31,Chennai,11,10,0,1437.21,7.43,130.66
2024-10-03,Mumbai,8,5,0,611.73,5.76,76.47
2023-10-11,Hyderabad,5,2,0,89.88,1.41,17.98
2025-01-29,Chennai,15,12,0,1749.25,7.08,116.62
2023-04-21,Bangalore,10,10,0,1386.81,7.49,138.68
2025-06-14,Hyderabad,6,5,0,408.16,4.82,68.03
2025-08-03,Mumbai,10,4,0,433.41,3.28,43.34
2023-02-23,Bangalore,7,5,0,734.87,5.54,104.98
2024-01-19,Delhi,12,10,0,694.36,5.67,57.86
2025-06-05,Chennai,5,4,0,910.8,10.35,182.16
2025-12-23,Mumbai,8,6,0,716.58,6.35,89.57
2024-11-14,Hyderabad,10,9,0,587.26,4.76,58.73
2024-09-13,Hyderabad,6,4,0,480.07,5.8,80.01
2023-04-04,Mumbai,13,10,0,1220.31,6.99,93.87
2025-05-24,Chennai,5,4,0,561.35,6.69,112.27
2023-03-19,Delhi,16,13,0,1093.44,6.64,68.34
2023-01-29,Chennai,12,11,0,1134.78,5.55,94.57
2023-03-06,Chennai,9,8,0,1167.11,8.04,129.68
2025-11-08,Chennai,11,11,0,1437.95,7.99,130.72
2025-08-22,Bangalore,12,11,0,1958.98,8.54,163.25
2025-05-09,Hyderabad,5,5,0,291.26,4.52,58.25
2023-01-22,Bangalore,6,5,0,716.65,6.84,119.44
2023-05-22,Delhi,9,5,0,408.8,4.54,45.42
2025-06-29,Delhi,12,6,0,626.8,5.22,52.23
2024-04-19,Mumbai,13,8,0,1023.24,5.77,78.71
2024-12-06,Hyderabad,8,6,0,759.46,7.04,94.93
2025-10-24,Delhi,15,11,0,780.53,5.07,52.04
2025-06-21,Delhi,8,6,0,452.41,5.3,56.55
2024-06-29,Bangalore,8,5,0,694.14,4.49,86.77
2023-05-30,Chennai,8,8,0,1135.53,8.29,141.94
2024-05-11,Bangalore,13,12,0,1993.87,8.14,153.37
2023-11-27,Bangalore,11,11,0,2110.32,9.92,191.85
2025-12-21,Mumbai,11,7,0,791.28,5.05,71.93
2025-04-07,Mumbai,11,7,0,823.65,5.35,74.88
2025-05-22,Delhi,9,6,0,489.76,5.07,54.42
2025-03-01,Delhi,9,6,0,334.2,3.71,37.13
2025-03-25,Chennai,7,6,0,564.3,5.53,80.61
2023-06-05,Hyderabad,5,4,0,456.54,7.54,91.31
2025-11-12,Delhi,15,12,0,984.14,6.43,65.61
2024-08-30,Bangalore,14,14,0,1861.63,7.12,132.97
2025-04-26,Hyderabad,12,10,0,863.2,5.83,71.93
2023-01-10,Chennai,8,6,0,754.36,5.63,94.3
2023-09-17,Bangalore,5,4,0,685.82,7.17,137.16
2023-12-26,Chennai,12,11,0,1313.76,6.61,109.48
2024-07-09,Hyderabad,12,11,0,1267.25,8.49,105.6
2023-02-28,Bangalore,10,9,0,1341.28,7.06,134.13
2024-09-02,Mumbai,8,6,0,637.74,5.94,79.72
2024-12-02,Hyderabad,13,12,0,1156.96,6.88,89.0
2023-06-22,Delhi,7,5,0,445.6,6.37,63.66
2023-08-30,Mumbai,6,4,0,507.12,6.14,84.52
2023-10-13,Bangalore,13,11,0,1750.6,6.93,134.66
2023-10-30,Bangalore,5,4,0,391.41,4.48,78.28
2025-05-02,Hyderabad,6,2,0,243.8,3.53,40.63
2024-05-09,Hyderabad,17,15,0,1619.38,7.58,95.26
2025-04-09,Hyderabad,9,4,0,361.04,3.24,40.12
2025-04-15,Bangalore,13,11,0,1527.15,6.02,117.47
2024-11-22,Mumbai,9,4,0,356.16,3.04,39.57
2025-03-15,Bangalore,7,6,0,538.54,4.01,76.93
2024-10-07,Delhi,7,3,0,304.17,4.06,43.45
2025-10-12,Mumbai,12,7,0,872.25,5.26,72.69
2023-02-24,Mumbai,10,7,0,761.76,5.59,76.18
2023-04-09,Delhi,12,6,0,430.78,3.29,35.9
2025-03-26,Delhi,12,7,0,612.9,5.11,51.08
2023-03-22,Mumbai,6,5,0,486.51,6.18,81.09
2023-04-26,Delhi,12,11,0,1069.77,8.55,89.15
2025-03-23,Delhi,12,10,0,836.5,6.97,69.71
2025-12-28,Bangalore,10,10,0,1702.02,8.83,170.2
2024-06-06,Delhi,10,4,0,257.4,2.57,25.74
2025-01-29,Bangalore,12,12,0,1634.77,7.15,136.23
2025-01-31,Delhi,13,6,0,684.7,5.27,52.67
2024-12-04,Hyderabad,8,6,0,587.76,6.02,73.47
2024-12-10,Hyderabad,13,10,0,1035.97,6.23,79.69
2025-05-09,Delhi,8,3,0,225.0,2.81,28.13
2023-09-26,Chennai,9,9,0,1116.7,7.24,124.08
2025-06-25,Mumbai,7,6,0,625.83,6.43,89.4
2024-01-09,Mumbai,8,5,0,699.6,6.56,87.45
2026-01-17,Chennai,9,7,0,997.79,6.85,110.87
2023-08-29,Chennai,13,10,0,1547.84,7.48,119.06
2023-02-11,Mumbai,10,7,0,1014.78,6.94,101.48
2025-11-07,Hyderabad,10,7,0,851.02,6.29,85.1
2023-04-06,Mumbai,9,7,0,822.9,6.24,91.43
2024-08-10,Bangalore,6,5,0,774.64,6.71,129.11
2024-05-28,Mumbai,9,6,0,630.18,5.17,70.02
2025-11-09,Delhi,7,4,0,341.5,4.88,48.79
2023-04-07,Chennai,3,2,0,259.2,4.9,86.4
2024-06-14,Hyderabad,8,8,0,840.32,7.76,105.04
2024-03-09,Chennai,11,10,0,1030.38,6.14,93.67
2025-06-21,Chennai,18,15,0,2120.02,7.08,117.78
2024-02-20,Chennai,12,12,0,1842.48,8.89,153.54
2024-09-16,Mumbai,6,3,0,250.86,2.9,41.81
2023-06-17,Delhi,8,5,0,406.05,4.35,50.76
2025-05-16,Mumbai,14,11,0,1188.18,5.81,84.87
2025-05-15,Bangalore,16,15,0,2066.54,6.73,129.16
2024-12-04,Mumbai,11,6,0,635.04,4.41,57.73
2024-10-31,Delhi,9,4,0,314.3,3.49,34.92
2025-09-06,Mumbai,12,5,0,760.5,4.53,63.38
2023-03-24,Bangalore,16,14,0,1901.1,6.43,118.82
2024-08-30,Mumbai,9,7,0,747.87,6.02,83.1
2025-12-03,Delhi,15,9,0,566.8,3.78,37.79
2023-05-30,Delhi,4,2,0,148.6,3.72,37.15
2023-02-06,Mumbai,14,9,0,812.49,4.07,58.04
2025-09-06,Bangalore,7,6,0,915.77,6.98,130.82
2025-06-09,Hyderabad,5,5,0,508.29,8.46,101.66
2025-05-16,Chennai,15,13,0,1937.23,7.79,129.15
2025-07-13,Bangalore,9,8,0,962.34,5.66,106.93
2024-08-21,Delhi,13,10,0,789.2,6.07,60.71
2025-07-12,Mumbai,9,6,0,579.54,4.75,64.39
2023-01-03,Delhi,13,7,0,547.58,4.14,42.12
2023-06-11,Chennai,8,6,0,864.48,6.36,108.06
2025-11-26,Delhi,9,8,0,811.94,8.34,90.22
2024-08-29,Chennai,13,13,0,1776.57,8.41,136.66
2023-04-20,Mumbai,12,5,0,633.63,3.75,52.8
2024-05-21,Delhi,9,8,0,710.7,7.9,78.97
2023-04-07,Bangalore,4,3,0,442.7,5.78,110.68
2023-09-27,Mumbai,7,4,0,431.97,4.57,61.71
2025-02-22,Mumbai,9,6,0,450.84,3.78,50.09
2024-10-13,Bangalore,10,9,0,1336.39,6.98,133.64
2025-03-13,Mumbai,8,5,0,395.37,3.9,49.42
2023-05-31,Bangalore,7,7,0,1123.6,8.86,160.51
2025-12-04,Chennai,8,7,0,632.76,5.32,79.1
2023-11-13,Chennai,7,7,0,838.1,7.74,119.73
2024-10-16,Mumbai,13,9,0,707.01,4.35,54.39
2023-05-15,Mumbai,12,6,0,618.42,3.8,51.54
2023-05-20,Hyderabad,12,11,0,1222.98,7.18,101.92
2024-06-22,Delhi,10,5,0,498.62,4.58,49.86
2025-03-14,Delhi,15,11,0,833.73,5.51,55.58
2023-05-08,Mumbai,8,6,0,717.75,6.38,89.72
2024-07-26,Bangalore,7,6,0,817.72,6.2,116.82
2025-07-30,Delhi,11,9,0,901.35,7.79,81.94
2024-01-01,Hyderabad,8,7,0,723.98,6.89,90.5
2023-04-06,Chennai,14,11,0,1119.12,4.73,79.94
2025-12-09,Delhi,5,2,0,90.3,1.81,18.06
2025-02-15,Hyderabad,14,13,0,1560.8,8.42,111.49
2024-01-15,Chennai,16,15,0,1759.02,6.17,109.94
2024-05-03,Delhi,7,3,0,296.7,4.24,42.39
2024-01-23,Bangalore,7,6,0,1164.56,8.62,166.37
2024-10-02,Hyderabad,11,10,0,1166.69,8.26,106.06
2025-07-09,Bangalore,9,8,0,977.94,5.52,108.66
2023-06-09,Hyderabad,11,10,0,1177.12,8.15,107.01
2024-06-07,Chennai,8,8,0,1144.34,8.62,143.04
2025-10-06,Delhi,11,9,0,807.61,7.21,73.42
2024-12-23,Chennai,8,8,0,1085.26,8.14,135.66
2023-08-25,Chennai,8,7,0,949.64,6.76,118.71
2024-02-24,Bangalore,6,6,0,873.24,8.13,145.54
2024-12-07,Delhi,12,9,0,687.35,5.58,57.28
2024-05-10,Hyderabad,7,4,0,434.97,4.47,62.14
2024-06-29,Delhi,6,3,0,285.54,4.5,47.59
2023-06-01,Mumbai,9,6,0,687.24,5.48,76.36
2024-04-11,Delhi,12,6,0,548.5,4.57,45.71
2025-10-14,Hyderabad,9,6,0,381.97,3.34,42.44
